ingredient_id,nutrient_id,amount,fdc_id,data_source,created_at
d33d7be1-6220-4aee-92c6-b39f3d075835,1221,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1212,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1213,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1214,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1215,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1216,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1217,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1218,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1211,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1210,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1219,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1004,4.65,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1269,0.626,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1404,0.011,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1271,0.443,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1272,0.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1278,0.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1087,19.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1091,304.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1092,135.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1093,94.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1088,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1090,12.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1089,5.8,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1098,0.564,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1101,0.185,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1095,2.84,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1100,0.0,,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1103,168.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1104,0.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1110,45.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1109,0.08,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1165,0.16,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1166,2.97,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1170,1.56,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1167,3.92,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1175,0.391,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1186,0.0,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1178,24.9,169450.0,usda,2026-02-04T04:40:40.267768
d33d7be1-6220-4aee-92c6-b39f3d075835,1180,513.2,169450.0,usda,2026-02-04T04:40:40.267768
67ab6618-fac5-495a-8e23-20bcde444dec,1008,123.0,169704.0,usda,2026-02-04T04:40:40.267768
67ab6618-fac5-495a-8e23-20bcde444dec,1005,25.58,169704.0,usda,2026-02-04T04:40:40.267768
67ab6618-fac5-495a-8e23-20bcde444dec,1079,1.6,169704.0,usda,2026-02-04T04:40:40.267768
67ab6618-fac5-495a-8e23-20bcde444dec,1003,2.74,169704.0,usda,2026-02-04T04:40:40.267768
67ab6618-fac5-495a-8e23-20bcde444dec,1220,0.196,169704.0,usda,2026-02-04T04:40:40.267768
67ab6618-fac5-495a-8e23-20bcde444dec,1221,0.066,169704.0,usda,2026-02-04T04:40:40.267768
67ab6618-fac5-495a-8e23-20bcde444dec,1212,0.109,169704.0,usda,2026-02-04T04:40:40.267768
67ab6618-fac5-495a-8e23-20bcde444dec,1213,0.214,169704.0,usda,2026-02-04T04:40:40.267768
67ab6618-fac5-495a-8e23-20bcde444dec,1214,0.099,169704.0,usda,2026-02-04T04:40:40.267768
67ab6618-fac5-495a-8e23-20bcde444dec,1215,0.058,169704.0,usda,2026-02-04T04:40:40.267768
