fdc_id,data_type,description,food_category_id,publication_date
169111,sr_legacy_food,"Peaches, canned, light syrup pack, solids and liquids",9,2019/4/1
169112,sr_legacy_food,"Peaches, canned, heavy syrup pack, solids and liquids",9,2019/4/1
169113,sr_legacy_food,"Peaches, canned, extra heavy syrup pack, solids and liquids",9,2019/4/1
169114,sr_legacy_food,"Peaches, spiced, canned, heavy syrup pack, solids and liquids",9,2019/4/1
169115,sr_legacy_food,"Peaches, dried, sulfured, stewed, with added sugar",9,2019/4/1
169116,sr_legacy_food,"Peaches, frozen, sliced, sweetened",9,2019/4/1
169117,sr_legacy_food,"Peach nectar, canned, with sucralose, without added ascorbic acid",9,2019/4/1
169118,sr_legacy_food,"Pears, raw",9,2019/4/1
169119,sr_legacy_food,"Pears, canned, water pack, solids and liquids",9,2019/4/1
169120,sr_legacy_food,"Pears, canned, extra heavy syrup pack, solids and liquids",9,2019/4/1
169121,sr_legacy_food,"Pears, dried, sulfured, uncooked",9,2019/4/1
169122,sr_legacy_food,"Pears, dried, sulfured, stewed, without added sugar",9,2019/4/1
169123,sr_legacy_food,"Pears, dried, sulfured, stewed, with added sugar",9,2019/4/1
169124,sr_legacy_food,"Pineapple, raw, all varieties",9,2019/4/1
169125,sr_legacy_food,"Pineapple, canned, water pack, solids and liquids",9,2019/4/1
169126,sr_legacy_food,"Pineapple, canned, juice pack, solids and liquids",9,2019/4/1
169127,sr_legacy_food,"Pineapple, canned, light syrup pack, solids and liquids",9,2019/4/1
169128,sr_legacy_food,"Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water",9,2019/4/1
169129,sr_legacy_food,"Pitanga, (surinam-cherry), raw",9,2019/4/1
169130,sr_legacy_food,"Plantains, yellow, raw",9,2019/4/1
169131,sr_legacy_food,"Plantains, yellow, baked",9,2019/4/1
169132,sr_legacy_food,"Plums, canned, purple, heavy syrup pack, solids and liquids",9,2019/4/1
169133,sr_legacy_food,"Plums, canned, purple, extra heavy syrup pack, solids and liquids",9,2019/4/1
169134,sr_legacy_food,"Pomegranates, raw",9,2019/4/1
169135,sr_legacy_food,"Lima beans, immature seeds, cooked, boiled, drained, without salt",11,2019/4/1
169136,sr_legacy_food,"Lima beans, immature seeds, canned, regular pack, solids and liquids",11,2019/4/1
169137,sr_legacy_food,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt",11,2019/4/1
169138,sr_legacy_food,"Mung beans, mature seeds, sprouted, cooked, stir-fried",11,2019/4/1
169139,sr_legacy_food,"Beans, navy, mature seeds, sprouted, raw",11,2019/4/1
169140,sr_legacy_food,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt",11,2019/4/1
169141,sr_legacy_food,"Beans, snap, green, cooked, boiled, drained, without salt",11,2019/4/1
169142,sr_legacy_food,"Beans, snap, green, canned, regular pack, solids and liquids",11,2019/4/1
169143,sr_legacy_food,"Beans, snap, green, canned, regular pack, drained solids",11,2019/4/1
169144,sr_legacy_food,"Beans, snap, canned, all styles, seasoned, solids and liquids",11,2019/4/1
169145,sr_legacy_food,"Beets, raw",11,2019/4/1
169146,sr_legacy_food,"Beets, cooked, boiled, drained",11,2019/4/1
169147,sr_legacy_food,"Beets, canned, regular pack, solids and liquids",11,2019/4/1
169148,sr_legacy_food,"Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",10,2019/4/1
169149,sr_legacy_food,"Pork, cured, ham -- water added, whole, boneless, separable lean only, unheated",10,2019/4/1
169150,sr_legacy_food,"Pork, cured, ham and water product, shank, bone-in, separable lean only, heated, roasted",10,2019/4/1
169151,sr_legacy_food,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, unheated",10,2019/4/1
169152,sr_legacy_food,"Pork, cured, ham and water product, rump, bone-in, separable lean only, unheated",10,2019/4/1
169153,sr_legacy_food,"Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated",10,2019/4/1
169154,sr_legacy_food,"Pork, cured, ham and water product, shank, bone-in, unheated, separable lean only",10,2019/4/1
169155,sr_legacy_food,"Pork, cured, ham, separable fat, boneless, heated",10,2019/4/1
169156,sr_legacy_food,"Pork, cured, ham, separable fat, boneless, unheated",10,2019/4/1
169157,sr_legacy_food,"Pork, pickled pork hocks",10,2019/4/1
169158,sr_legacy_food,"Pork, cured, ham, slice, bone-in, separable lean only, heated, pan-broil",10,2019/4/1
169159,sr_legacy_food,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated",10,2019/4/1
169160,sr_legacy_food,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",10,2019/4/1
169161,sr_legacy_food,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated",10,2019/4/1
169162,sr_legacy_food,"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated",10,2019/4/1
169163,sr_legacy_food,"Pork, cured, ham and water product, rump, bone-in, separable lean and fat, unheated",10,2019/4/1
169164,sr_legacy_food,"Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, heated, roasted",10,2019/4/1
169165,sr_legacy_food,"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, heated, roasted",10,2019/4/1
169166,sr_legacy_food,"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil",10,2019/4/1
169167,sr_legacy_food,"Pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil",10,2019/4/1
169168,sr_legacy_food,"Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil",10,2019/4/1
169169,sr_legacy_food,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted",10,2019/4/1
169170,sr_legacy_food,"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted",10,2019/4/1
169171,sr_legacy_food,"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted",10,2019/4/1
169172,sr_legacy_food,"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil",10,2019/4/1
169173,sr_legacy_food,"Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted",10,2019/4/1
169174,sr_legacy_food,"Pork, cured, ham, rump, bone-in, separable lean only, unheated",10,2019/4/1
169175,sr_legacy_food,"Pork, cured, ham, shank, bone-in, separable lean only, heated, roasted",10,2019/4/1
169176,sr_legacy_food,"Pork, cured, ham, shank, bone-in, separable lean only, unheated",10,2019/4/1
169177,sr_legacy_food,"Pork, cured, ham, slice, bone-in, separable lean and fat, unheated",10,2019/4/1
169178,sr_legacy_food,"Pork, fresh, spareribs, separable lean and fat, cooked, roasted",10,2019/4/1
169179,sr_legacy_food,"Pork, fresh, composite of separable fat, with added solution, raw",10,2019/4/1
169180,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean only, with added solution, cooked, roasted",10,2019/4/1
169181,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw",10,2019/4/1
169182,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw",10,2019/4/1
169183,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, broiled",10,2019/4/1
169184,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw",10,2019/4/1
169185,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, cooked, roasted",10,2019/4/1
169186,sr_legacy_food,"Pork, Leg Cap Steak, boneless, separable lean and fat, raw",10,2019/4/1
169187,sr_legacy_food,"Pork, Shoulder breast, boneless, separable lean and fat, raw",10,2019/4/1
169188,sr_legacy_food,"Pork, Shoulder breast, boneless, separable lean and fat, cooked, broiled",10,2019/4/1
169189,sr_legacy_food,"Pork, shoulder, petite tender, boneless, separable lean and fat, cooked, broiled",10,2019/4/1
169190,sr_legacy_food,"Pork, ground, 96% lean / 4% fat, raw",10,2019/4/1
169191,sr_legacy_food,"Pork, ground, 72% lean / 28% fat, cooked, crumbles",10,2019/4/1
169192,sr_legacy_food,"Pork, ground, 84% lean / 16% fat, cooked, crumbles",10,2019/4/1
169193,sr_legacy_food,"Pork, ground, 96% lean / 4% fat, cooked, crumbles",10,2019/4/1
169194,sr_legacy_food,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw",10,2019/4/1
169195,sr_legacy_food,"Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted",10,2019/4/1
169196,sr_legacy_food,"Pork, fresh, loin, blade (chops), boneless, separable lean only, boneless, cooked, broiled",10,2019/4/1
169197,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled",10,2019/4/1
169198,sr_legacy_food,"Pork, fresh, loin, blade (roasts), boneless, separable lean and fat, cooked, roasted",10,2019/4/1
169199,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled",10,2019/4/1
169200,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled",10,2019/4/1
169201,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted",10,2019/4/1
169202,sr_legacy_food,"Amaranth leaves, cooked, boiled, drained, without salt",11,2019/4/1
169203,sr_legacy_food,"Arrowhead, raw",11,2019/4/1
169204,sr_legacy_food,"Arrowhead, cooked, boiled, drained, without salt",11,2019/4/1
169205,sr_legacy_food,"Artichokes, (globe or french), raw",11,2019/4/1
169206,sr_legacy_food,"Asparagus, canned, regular pack, solids and liquids",11,2019/4/1
169207,sr_legacy_food,"Asparagus, canned, drained solids",11,2019/4/1
169208,sr_legacy_food,"Asparagus, frozen, unprepared",11,2019/4/1
169209,sr_legacy_food,"Asparagus, frozen, cooked, boiled, drained, without salt",11,2019/4/1
169210,sr_legacy_food,"Bamboo shoots, raw",11,2019/4/1
169211,sr_legacy_food,"Bamboo shoots, cooked, boiled, drained, without salt",11,2019/4/1
169212,sr_legacy_food,"Bamboo shoots, canned, drained solids",11,2019/4/1
169213,sr_legacy_food,"Beans, kidney, mature seeds, sprouted, raw",11,2019/4/1
169214,sr_legacy_food,"Corn, sweet, yellow, canned, whole kernel, drained solids",11,2019/4/1
169215,sr_legacy_food,"Corn, sweet, yellow, canned, cream style, regular pack",11,2019/4/1
169216,sr_legacy_food,"Corn, sweet, yellow, canned, vacuum pack, regular pack",11,2019/4/1
169217,sr_legacy_food,"Corn, yellow, whole kernel, frozen, microwaved",11,2019/4/1
169218,sr_legacy_food,"Corn with red and green peppers, canned, solids and liquids",11,2019/4/1
169219,sr_legacy_food,"Cornsalad, raw",11,2019/4/1
169220,sr_legacy_food,"Cowpeas (blackeyes), immature seeds, raw",11,2019/4/1
169221,sr_legacy_food,"Cowpeas, young pods with seeds, cooked, boiled, drained, without salt",11,2019/4/1
169222,sr_legacy_food,"Yardlong bean, raw",11,2019/4/1
169223,sr_legacy_food,"Yardlong bean, cooked, boiled, drained, without salt",11,2019/4/1
169224,sr_legacy_food,"Cowpeas, leafy tips, raw",11,2019/4/1
169225,sr_legacy_food,"Cucumber, peeled, raw",11,2019/4/1
169226,sr_legacy_food,"Dandelion greens, raw",11,2019/4/1
169227,sr_legacy_food,"Dandelion greens, cooked, boiled, drained, without salt",11,2019/4/1
169228,sr_legacy_food,"Eggplant, raw",11,2019/4/1
169229,sr_legacy_food,"Eggplant, cooked, boiled, drained, without salt",11,2019/4/1
169230,sr_legacy_food,"Garlic, raw",11,2019/4/1
169231,sr_legacy_food,"Ginger root, raw",11,2019/4/1
169232,sr_legacy_food,"Gourd, white-flowered (calabash), raw",11,2019/4/1
169233,sr_legacy_food,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",11,2019/4/1
169234,sr_legacy_food,"Hyacinth-beans, immature seeds, raw",11,2019/4/1
169235,sr_legacy_food,"Hyacinth-beans, immature seeds, cooked, boiled, drained, without salt",11,2019/4/1
169236,sr_legacy_food,"Jerusalem-artichokes, raw",11,2019/4/1
169237,sr_legacy_food,"Jew's ear, (pepeao), raw",11,2019/4/1
169238,sr_legacy_food,"Kale, cooked, boiled, drained, without salt",11,2019/4/1
169239,sr_legacy_food,"Kale, frozen, unprepared",11,2019/4/1
169240,sr_legacy_food,"Kale, frozen, cooked, boiled, drained, without salt",11,2019/4/1
169241,sr_legacy_food,"Kanpyo, (dried gourd strips)",11,2019/4/1
169242,sr_legacy_food,"Mushrooms, shiitake, raw",11,2019/4/1
169243,sr_legacy_food,"Mushrooms, portabella, grilled",11,2019/4/1
169244,sr_legacy_food,"Lambsquarters, raw",11,2019/4/1
169245,sr_legacy_food,"Lambsquarters, cooked, boiled, drained, without salt",11,2019/4/1
169246,sr_legacy_food,"Leeks, (bulb and lower leaf-portion), raw",11,2019/4/1
169247,sr_legacy_food,"Lettuce, cos or romaine, raw",11,2019/4/1
169248,sr_legacy_food,"Lettuce, iceberg (includes crisphead types), raw",11,2019/4/1
169249,sr_legacy_food,"Lettuce, green leaf, raw",11,2019/4/1
169250,sr_legacy_food,"Lotus root, raw",11,2019/4/1
169251,sr_legacy_food,"Mushrooms, white, raw",11,2019/4/1
169252,sr_legacy_food,"Mushrooms, white, cooked, boiled, drained, without salt",11,2019/4/1
169253,sr_legacy_food,"Mushrooms, white, stir-fried",11,2019/4/1
169254,sr_legacy_food,"Mushrooms, canned, drained solids",11,2019/4/1
169255,sr_legacy_food,"Mushrooms, portabella, raw",11,2019/4/1
169256,sr_legacy_food,"Mustard greens, raw",11,2019/4/1
169257,sr_legacy_food,"Mustard greens, cooked, boiled, drained, without salt",11,2019/4/1
169258,sr_legacy_food,"Mustard greens, frozen, unprepared",11,2019/4/1
169259,sr_legacy_food,"Mustard greens, frozen, cooked, boiled, drained, without salt",11,2019/4/1
169260,sr_legacy_food,"Okra, raw",11,2019/4/1
169261,sr_legacy_food,"Okra, cooked, boiled, drained, without salt",11,2019/4/1
169262,sr_legacy_food,"Okra, frozen, unprepared",11,2019/4/1
169263,sr_legacy_food,"Okra, frozen, cooked, boiled, drained, without salt",11,2019/4/1
169264,sr_legacy_food,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",11,2019/4/1
169265,sr_legacy_food,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, as purchased",11,2019/4/1
169266,sr_legacy_food,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated",11,2019/4/1
169267,sr_legacy_food,"Potatoes, frozen, french fried, par fried, extruded, unprepared",11,2019/4/1
169268,sr_legacy_food,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",11,2019/4/1
169269,sr_legacy_food,"Potato salad, home-prepared",11,2019/4/1
169270,sr_legacy_food,"Pumpkin flowers, raw",11,2019/4/1
169271,sr_legacy_food,"Pumpkin flowers, cooked, boiled, drained, without salt",11,2019/4/1
169272,sr_legacy_food,"Pumpkin leaves, raw",11,2019/4/1
169273,sr_legacy_food,"Pumpkin pie mix, canned",11,2019/4/1
169274,sr_legacy_food,"Purslane, raw",11,2019/4/1
169275,sr_legacy_food,"Purslane, cooked, boiled, drained, without salt",11,2019/4/1
169276,sr_legacy_food,"Radishes, raw",11,2019/4/1
169277,sr_legacy_food,"Salsify, (vegetable oyster), raw",11,2019/4/1
169278,sr_legacy_food,"Salsify, cooked, boiled, drained, without salt",11,2019/4/1
169279,sr_legacy_food,"Sauerkraut, canned, solids and liquids",11,2019/4/1
169280,sr_legacy_food,"Seaweed, agar, raw",11,2019/4/1
169281,sr_legacy_food,"Sesbania flower, cooked, steamed, without salt",11,2019/4/1
169282,sr_legacy_food,"Soybeans, green, raw",11,2019/4/1
169283,sr_legacy_food,"Soybeans, green, cooked, boiled, drained, without salt",11,2019/4/1
169284,sr_legacy_food,"Soybeans, mature seeds, sprouted, raw",11,2019/4/1
169285,sr_legacy_food,"Spinach, canned, regular pack, solids and liquids",11,2019/4/1
169286,sr_legacy_food,"Spinach, canned, regular pack, drained solids",11,2019/4/1
169287,sr_legacy_food,"Spinach, frozen, chopped or leaf, unprepared (Includes foods for USDA's Food Distribution Program)",11,2019/4/1
169288,sr_legacy_food,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",11,2019/4/1
169289,sr_legacy_food,"Squash, summer, scallop, raw",11,2019/4/1
169290,sr_legacy_food,"Squash, summer, scallop, cooked, boiled, drained, without salt",11,2019/4/1
169291,sr_legacy_food,"Squash, summer, zucchini, includes skin, raw",11,2019/4/1
169292,sr_legacy_food,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",11,2019/4/1
169293,sr_legacy_food,"Squash, winter, acorn, cooked, baked, without salt",11,2019/4/1
169294,sr_legacy_food,"Squash, winter, acorn, cooked, boiled, mashed, without salt",11,2019/4/1
169295,sr_legacy_food,"Squash, winter, butternut, raw",11,2019/4/1
169296,sr_legacy_food,"Squash, winter, butternut, cooked, baked, without salt",11,2019/4/1
169297,sr_legacy_food,"Squash, winter, hubbard, cooked, boiled, mashed, without salt",11,2019/4/1
169298,sr_legacy_food,"Squash, winter, spaghetti, raw",11,2019/4/1
169299,sr_legacy_food,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",11,2019/4/1
169300,sr_legacy_food,"Succotash, (corn and limas), raw",11,2019/4/1
169301,sr_legacy_food,"Water convolvulus,raw",11,2019/4/1
169302,sr_legacy_food,"Water convolvulus, cooked, boiled, drained, without salt",11,2019/4/1
169303,sr_legacy_food,"Sweet potato leaves, raw",11,2019/4/1
169304,sr_legacy_food,"Sweet potato leaves, cooked, steamed, without salt",11,2019/4/1
169305,sr_legacy_food,"Sweet potato, canned, mashed",11,2019/4/1
169306,sr_legacy_food,"Sweet potato, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",11,2019/4/1
169307,sr_legacy_food,"Sweet potato, frozen, cooked, baked, without salt",11,2019/4/1
169308,sr_legacy_food,"Taro, raw",11,2019/4/1
169309,sr_legacy_food,"Taro shoots, cooked, without salt",11,2019/4/1
169310,sr_legacy_food,"Taro, tahitian, raw",11,2019/4/1
169311,sr_legacy_food,"Artichokes, (globe or french), cooked, boiled, drained, with salt",11,2019/4/1
169312,sr_legacy_food,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",11,2019/4/1
169313,sr_legacy_food,"Asparagus, cooked, boiled, drained, with salt",11,2019/4/1
169314,sr_legacy_food,"Asparagus, canned, no salt added, solids and liquids",11,2019/4/1
169315,sr_legacy_food,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",11,2019/4/1
169316,sr_legacy_food,"Lima beans, immature seeds, cooked, boiled, drained, with salt",11,2019/4/1
169317,sr_legacy_food,"Lima beans, immature seeds, canned, no salt added, solids and liquids",11,2019/4/1
169318,sr_legacy_food,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt",11,2019/4/1
169319,sr_legacy_food,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",11,2019/4/1
169320,sr_legacy_food,"Beans, snap, yellow, raw",11,2019/4/1
169321,sr_legacy_food,"Beans, snap, green, cooked, boiled, drained, with salt",11,2019/4/1
169322,sr_legacy_food,"Beans, snap, yellow, cooked, boiled, drained, without salt",11,2019/4/1
169323,sr_legacy_food,"Beans, snap, yellow, cooked, boiled, drained, with salt",11,2019/4/1
169324,sr_legacy_food,"Beans, snap, yellow, frozen, all styles, unprepared",11,2019/4/1
169325,sr_legacy_food,"Beans, snap, green, frozen, cooked, boiled, drained, with salt",11,2019/4/1
169326,sr_legacy_food,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",11,2019/4/1
169327,sr_legacy_food,"Beans, snap, yellow, frozen, cooked, boiled, drained, with salt",11,2019/4/1
169328,sr_legacy_food,"Broadbeans, immature seeds, cooked, boiled, drained, with salt",11,2019/4/1
169329,sr_legacy_food,"Broccoli, leaves, raw",11,2019/4/1
169330,sr_legacy_food,"Broccoli, flower clusters, raw",11,2019/4/1
169331,sr_legacy_food,"Broccoli, stalks, raw",11,2019/4/1
169332,sr_legacy_food,"Brussels sprouts, frozen, cooked, boiled, drained, with salt",11,2019/4/1
169333,sr_legacy_food,"Burdock root, cooked, boiled, drained, with salt",11,2019/4/1
169334,sr_legacy_food,"Butterbur, cooked, boiled, drained, with salt",11,2019/4/1
169335,sr_legacy_food,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",11,2019/4/1
169336,sr_legacy_food,"Cabbage, common (danish, domestic, and pointed types), stored, raw",11,2019/4/1
169337,sr_legacy_food,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt",11,2019/4/1
169338,sr_legacy_food,"Cardoon, cooked, boiled, drained, with salt",11,2019/4/1
169339,sr_legacy_food,"Carrots, cooked, boiled, drained, with salt",11,2019/4/1
169340,sr_legacy_food,"Carrots, canned, no salt added, solids and liquids",11,2019/4/1
169341,sr_legacy_food,"Celeriac, cooked, boiled, drained, with salt",11,2019/4/1
169342,sr_legacy_food,"Celery, cooked, boiled, drained, with salt",11,2019/4/1
169343,sr_legacy_food,"Chard, swiss, cooked, boiled, drained, with salt",11,2019/4/1
169344,sr_legacy_food,"Chayote, fruit, cooked, boiled, drained, with salt",11,2019/4/1
169345,sr_legacy_food,"Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)",11,2019/4/1
169346,sr_legacy_food,"Corn, sweet, yellow, canned, cream style, no salt added",11,2019/4/1
169347,sr_legacy_food,"Corn, sweet, yellow, canned, vacuum pack, no salt added",11,2019/4/1
169348,sr_legacy_food,"Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt",11,2019/4/1
169349,sr_legacy_food,"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt",11,2019/4/1
169350,sr_legacy_food,"Cress, garden, cooked, boiled, drained, with salt",11,2019/4/1
169351,sr_legacy_food,"Dandelion greens, cooked, boiled, drained, with salt",11,2019/4/1
169352,sr_legacy_food,"Eggplant, cooked, boiled, drained, with salt",11,2019/4/1
169353,sr_legacy_food,"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",11,2019/4/1
169354,sr_legacy_food,"Jute, potherb, cooked, boiled, drained, with salt",11,2019/4/1
169355,sr_legacy_food,"Kale, cooked, boiled, drained, with salt",11,2019/4/1
169356,sr_legacy_food,"Kale, frozen, cooked, boiled, drained, with salt",11,2019/4/1
169357,sr_legacy_food,"Kohlrabi, cooked, boiled, drained, with salt",11,2019/4/1
169358,sr_legacy_food,"Yambean (jicama), cooked, boiled, drained, with salt",11,2019/4/1
169359,sr_legacy_food,"Yardlong bean, cooked, boiled, drained, with salt",11,2019/4/1
169360,sr_legacy_food,"Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids",11,2019/4/1
169361,sr_legacy_food,"Corn, sweet, white, canned, whole kernel, drained solids",11,2019/4/1
169362,sr_legacy_food,"Corn, sweet, white, canned, cream style, regular pack",11,2019/4/1
169363,sr_legacy_food,"Corn, sweet, white, canned, cream style, no salt added",11,2019/4/1
169364,sr_legacy_food,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt",11,2019/4/1
169365,sr_legacy_food,"Corn, sweet, white, frozen, kernels on cob, unprepared",11,2019/4/1
169366,sr_legacy_food,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt",11,2019/4/1
169367,sr_legacy_food,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, with salt",11,2019/4/1
169368,sr_legacy_food,"Sesbania flower, cooked, steamed, with salt",11,2019/4/1
169369,sr_legacy_food,"Soybeans, mature seeds, sprouted, cooked, steamed, with salt",11,2019/4/1
169370,sr_legacy_food,"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",11,2019/4/1
169371,sr_legacy_food,"Dock, cooked, boiled, drained, with salt",11,2019/4/1
169372,sr_legacy_food,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added",11,2019/4/1
169373,sr_legacy_food,"Peppers, sweet, red, freeze-dried",11,2019/4/1
169374,sr_legacy_food,"Beans, snap, yellow, canned, regular pack, drained solids",11,2019/4/1
169375,sr_legacy_food,"Beans, snap, yellow, canned, no salt added, drained solids",11,2019/4/1
169376,sr_legacy_food,"Mushroom, white, exposed to ultraviolet light, raw",11,2019/4/1
169377,sr_legacy_food,"Mushrooms, portabella, exposed to ultraviolet light, grilled",11,2019/4/1
169378,sr_legacy_food,"Pickles, cucumber, sweet (includes bread and butter pickles)",11,2019/4/1
169379,sr_legacy_food,"Pickles, cucumber, sour",11,2019/4/1
169380,sr_legacy_food,"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)",11,2019/4/1
169381,sr_legacy_food,"Catsup, low sodium",11,2019/4/1
169382,sr_legacy_food,"Mushrooms, enoki, raw",11,2019/4/1
169383,sr_legacy_food,"Peppers, sweet, yellow, raw",11,2019/4/1
169384,sr_legacy_food,"Tomatoes, sun-dried, packed in oil, drained",11,2019/4/1
169385,sr_legacy_food,"Fennel, bulb, raw",11,2019/4/1
169386,sr_legacy_food,"Pickle relish, hamburger",11,2019/4/1
169387,sr_legacy_food,"Arugula, raw",11,2019/4/1
169388,sr_legacy_food,"Nopales, cooked, without salt",11,2019/4/1
169389,sr_legacy_food,"Cauliflower, green, raw",11,2019/4/1
169390,sr_legacy_food,"Cauliflower, green, cooked, no salt added",11,2019/4/1
169391,sr_legacy_food,"Cauliflower, green, cooked, with salt",11,2019/4/1
169392,sr_legacy_food,"Broccoli, chinese, cooked",11,2019/4/1
169393,sr_legacy_food,"Grape leaves, canned",11,2019/4/1
169394,sr_legacy_food,"Pepper, banana, raw",11,2019/4/1
169395,sr_legacy_food,"Peppers, serrano, raw",11,2019/4/1
169396,sr_legacy_food,"Peppers, ancho, dried",11,2019/4/1
169397,sr_legacy_food,"Pickles, chowchow, with cauliflower onion mustard, sweet",11,2019/4/1
169398,sr_legacy_food,"Epazote, raw",11,2019/4/1
169399,sr_legacy_food,"Fireweed, leaves, raw",11,2019/4/1
169400,sr_legacy_food,"Malabar spinach, cooked",11,2019/4/1
169401,sr_legacy_food,"Yautia (tannier), raw",11,2019/4/1
169402,sr_legacy_food,"Mushrooms, white, microwaved",11,2019/4/1
169403,sr_legacy_food,"Mushrooms, maitake, raw",11,2019/4/1
169404,sr_legacy_food,"Broccoli, chinese, raw",11,2019/4/1
169405,sr_legacy_food,"Fiddlehead ferns, raw",11,2019/4/1
169406,sr_legacy_food,"Seeds, sesame butter, tahini, from unroasted kernels (non-chemically removed seed coat)",12,2019/4/1
169407,sr_legacy_food,"Seeds, watermelon seed kernels, dried",12,2019/4/1
169408,sr_legacy_food,"Nuts, chestnuts, japanese, dried",12,2019/4/1
169409,sr_legacy_food,"Nuts, coconut milk, frozen (liquid expressed from grated meat and water)",12,2019/4/1
169410,sr_legacy_food,"Seeds, sesame butter, tahini, from raw and stone ground kernels",12,2019/4/1
169411,sr_legacy_food,"Nuts, formulated, wheat-based, all flavors except macadamia, without salt",12,2019/4/1
169412,sr_legacy_food,"Seeds, sesame seed kernels, dried (decorticated)",12,2019/4/1
169413,sr_legacy_food,"Nuts, chestnuts, japanese, raw",12,2019/4/1
169414,sr_legacy_food,"Seeds, flaxseed",12,2019/4/1
169415,sr_legacy_food,"Seeds, pumpkin and squash seed kernels, roasted, with salt added",12,2019/4/1
169416,sr_legacy_food,"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",12,2019/4/1
169417,sr_legacy_food,"Seeds, sunflower seed kernels from shell, dry roasted, with salt added",12,2019/4/1
169418,sr_legacy_food,"Seeds, sunflower seed kernels, dry roasted, with salt added",12,2019/4/1
169419,sr_legacy_food,"Nuts, almonds, oil roasted, with salt added",12,2019/4/1
