fdc_id,data_type,description,food_category_id,publication_date
167512,sr_legacy_food,"Pillsbury Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough",18,2019/4/1
167513,sr_legacy_food,"Pillsbury, Cinnamon Rolls with Icing, refrigerated dough",18,2019/4/1
167514,sr_legacy_food,"Kraft Foods, Shake N Bake Original Recipe, Coating for Pork, dry",18,2019/4/1
167515,sr_legacy_food,"George Weston Bakeries, Thomas English Muffins",18,2019/4/1
167516,sr_legacy_food,"Waffles, buttermilk, frozen, ready-to-heat",18,2019/4/1
167517,sr_legacy_food,"Waffle, buttermilk, frozen, ready-to-heat, toasted",18,2019/4/1
167518,sr_legacy_food,"Waffle, buttermilk, frozen, ready-to-heat, microwaved",18,2019/4/1
167519,sr_legacy_food,"Waffle, plain, frozen, ready-to-heat, microwave",18,2019/4/1
167520,sr_legacy_food,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",18,2019/4/1
167521,sr_legacy_food,"Pie Crust, Cookie-type, Chocolate, Ready Crust",18,2019/4/1
167522,sr_legacy_food,"Pie, Dutch Apple, Commercially Prepared",18,2019/4/1
167523,sr_legacy_food,"Pie crust, deep dish, frozen, unbaked, made with enriched flour",18,2019/4/1
167524,sr_legacy_food,"Waffles, chocolate chip, frozen, ready-to-heat",18,2019/4/1
167525,sr_legacy_food,"Tostada shells, corn",18,2019/4/1
167526,sr_legacy_food,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",18,2019/4/1
167527,sr_legacy_food,"Bread, pound cake type, pan de torta salvadoran",18,2019/4/1
167528,sr_legacy_food,"Pastry, Pastelitos de Guava (guava pastries)",18,2019/4/1
167529,sr_legacy_food,"Crackers, snack, Goya Crackers",18,2019/4/1
167530,sr_legacy_food,"Crackers, cream, Gamesa Sabrosas",18,2019/4/1
167531,sr_legacy_food,"Crackers, cream, La Moderna Rikis Cream Crackers",18,2019/4/1
167532,sr_legacy_food,"Bread, white wheat",18,2019/4/1
167533,sr_legacy_food,"Bagels, wheat",18,2019/4/1
167534,sr_legacy_food,"Cream puff, eclair, custard or cream filled, iced",18,2019/4/1
167535,sr_legacy_food,"Tortillas, ready-to-bake or -fry, flour, shelf stable",18,2019/4/1
167536,sr_legacy_food,"Snacks, beef jerky, chopped and formed",23,2019/4/1
167537,sr_legacy_food,"Snacks, corn-based, extruded, chips, plain",23,2019/4/1
167538,sr_legacy_food,"Snacks, corn-based, extruded, chips, barbecue-flavor",23,2019/4/1
167539,sr_legacy_food,"Snacks, corn-based, extruded, cones, plain",23,2019/4/1
167540,sr_legacy_food,"Snacks, fruit leather, pieces",19,2019/4/1
167541,sr_legacy_food,"Snacks, fruit leather, rolls",19,2019/4/1
167542,sr_legacy_food,"Snacks, granola bars, hard, plain",23,2019/4/1
167543,sr_legacy_food,"Snacks, granola bars, hard, almond",23,2019/4/1
167544,sr_legacy_food,"Snacks, granola bars, soft, uncoated, raisin",23,2019/4/1
167545,sr_legacy_food,"Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",23,2019/4/1
167546,sr_legacy_food,"Candies, honey-combed, with peanut butter",19,2019/4/1
167547,sr_legacy_food,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",23,2019/4/1
167548,sr_legacy_food,"Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",23,2019/4/1
167549,sr_legacy_food,"Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",23,2019/4/1
167550,sr_legacy_food,"Snacks, popcorn, cakes",23,2019/4/1
167551,sr_legacy_food,"Snacks, popcorn, caramel-coated, with peanuts",23,2019/4/1
167552,sr_legacy_food,"Snacks, popcorn, caramel-coated, without peanuts",23,2019/4/1
167553,sr_legacy_food,"Snacks, potato chips, made from dried potatoes, reduced fat",23,2019/4/1
167554,sr_legacy_food,"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",23,2019/4/1
167555,sr_legacy_food,"Snacks, pretzels, hard, plain, salted",23,2019/4/1
167556,sr_legacy_food,"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",23,2019/4/1
167557,sr_legacy_food,"Snacks, rice cakes, brown rice, sesame seed",23,2019/4/1
167558,sr_legacy_food,"Snacks, tortilla chips, plain, white corn, salted",23,2019/4/1
167559,sr_legacy_food,"Snacks, tortilla chips, nacho cheese",23,2019/4/1
167560,sr_legacy_food,"Snacks, tortilla chips, ranch-flavor",23,2019/4/1
167561,sr_legacy_food,"Snacks, trail mix, regular",23,2019/4/1
167562,sr_legacy_food,"Candies, ALMOND JOY Candy Bar",19,2019/4/1
167563,sr_legacy_food,"Candies, TWIZZLERS CHERRY BITES",19,2019/4/1
167564,sr_legacy_food,"Candies, NESTLE, BIT-O'-HONEY Candy Chews",19,2019/4/1
167565,sr_legacy_food,"Candies, NESTLE, BUTTERFINGER Bar",19,2019/4/1
167566,sr_legacy_food,"Candies, caramels, chocolate-flavor roll",19,2019/4/1
167567,sr_legacy_food,"Baking chocolate, unsweetened, liquid",19,2019/4/1
167568,sr_legacy_food,"Baking chocolate, unsweetened, squares",19,2019/4/1
167569,sr_legacy_food,"Candies, confectioner's coating, yogurt",19,2019/4/1
167570,sr_legacy_food,"Candies, confectioner's coating, peanut butter",19,2019/4/1
167571,sr_legacy_food,"Candies, white chocolate",19,2019/4/1
167572,sr_legacy_food,"Ice creams, vanilla, light",19,2019/4/1
167573,sr_legacy_food,"Ice creams, vanilla, rich",19,2019/4/1
167574,sr_legacy_food,"Desserts, flan, caramel custard, prepared-from-recipe",19,2019/4/1
167575,sr_legacy_food,"Ice creams, vanilla",19,2019/4/1
167576,sr_legacy_food,"Ice creams, vanilla, light, soft-serve",19,2019/4/1
167577,sr_legacy_food,"Sherbet, orange",19,2019/4/1
167578,sr_legacy_food,"Candies, fudge, peanut butter, prepared-from-recipe",19,2019/4/1
167579,sr_legacy_food,"Candies, fudge, vanilla, prepared-from-recipe",19,2019/4/1
167580,sr_legacy_food,"Candies, fudge, vanilla with nuts",19,2019/4/1
167581,sr_legacy_food,"Candies, NESTLE, GOOBERS Chocolate Covered Peanuts",19,2019/4/1
167582,sr_legacy_food,"Candies, NESTLE, BABY RUTH Bar",19,2019/4/1
167583,sr_legacy_food,"Candies, TWIZZLERS Strawberry Twists Candy",19,2019/4/1
167584,sr_legacy_food,"Syrups, table blends, pancake, with butter",19,2019/4/1
167585,sr_legacy_food,"Ice creams, chocolate, light",19,2019/4/1
167586,sr_legacy_food,"Candies, NESTLE, CHUNKY Bar",19,2019/4/1
167587,sr_legacy_food,"Candies, milk chocolate",19,2019/4/1
167588,sr_legacy_food,"Puddings, banana, dry mix, instant, prepared with 2% milk",19,2019/4/1
167589,sr_legacy_food,"Puddings, banana, dry mix, regular, prepared with 2% milk",19,2019/4/1
167590,sr_legacy_food,"Andrea's, Gluten Free Soft Dinner Roll",18,2019/4/1
167591,sr_legacy_food,"Crunchmaster, Multi-Grain Crisps, Snack Crackers, Gluten-Free",18,2019/4/1
167592,sr_legacy_food,"Glutino, Gluten Free Cookies, Chocolate Vanilla Creme",18,2019/4/1
167593,sr_legacy_food,"Glutino, Gluten Free Cookies, Vanilla Creme",18,2019/4/1
167594,sr_legacy_food,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Original",18,2019/4/1
167595,sr_legacy_food,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Parmesan",18,2019/4/1
167596,sr_legacy_food,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Pizza",18,2019/4/1
167597,sr_legacy_food,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",18,2019/4/1
167598,sr_legacy_food,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",18,2019/4/1
167599,sr_legacy_food,"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",18,2019/4/1
167600,sr_legacy_food,"Udi's, Gluten Free, Whole Grain Dinner Rolls",18,2019/4/1
167601,sr_legacy_food,"Van's, Gluten Free, Totally Original Pancakes",18,2019/4/1
167602,sr_legacy_food,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",11,2019/4/1
167603,sr_legacy_food,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated",11,2019/4/1
167604,sr_legacy_food,"Potatoes, hash brown, refrigerated, unprepared",11,2019/4/1
167605,sr_legacy_food,"Potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",11,2019/4/1
167606,sr_legacy_food,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",11,2019/4/1
167607,sr_legacy_food,"Moose, meat, raw (Alaska Native)",24,2019/4/1
167608,sr_legacy_food,"Mashu roots, raw (Alaska Native)",24,2019/4/1
167609,sr_legacy_food,"Moose, liver, braised (Alaska Native)",24,2019/4/1
167610,sr_legacy_food,"Seal, bearded (Oogruk), meat, raw (Alaska Native)",24,2019/4/1
167611,sr_legacy_food,"Oil, bearded seal (Oogruk) (Alaska Native)",24,2019/4/1
167612,sr_legacy_food,"Oopah (tunicate), whole animal (Alaska Native)",24,2019/4/1
167613,sr_legacy_food,"Owl, horned, flesh, raw (Alaska Native)",24,2019/4/1
167614,sr_legacy_food,"Fish, salmon, king, chinook, smoked and canned (Alaska Native)",24,2019/4/1
167615,sr_legacy_food,"Fish, salmon, king, chinook, smoked, brined (Alaska Native)",24,2019/4/1
167616,sr_legacy_food,"Fish, salmon, king, chinook, liver (Alaska Native)",24,2019/4/1
167617,sr_legacy_food,"Duck, scoter, white-winged, meat (Alaska Native)",24,2019/4/1
167618,sr_legacy_food,"Sea cucumber, yane (Alaska Native)",24,2019/4/1
167619,sr_legacy_food,"Squirrel, ground, meat (Alaska Native)",24,2019/4/1
167620,sr_legacy_food,"Tea, tundra, herb and laborador combination (Alaska Native)",24,2019/4/1
167621,sr_legacy_food,"Walrus, meat, dried (Alaska Native)",24,2019/4/1
167622,sr_legacy_food,"Deer (venison), sitka, raw (Alaska Native)",24,2019/4/1
167623,sr_legacy_food,"Whale, bowhead, subcutaneous fat (blubber) (Alaska Native)",24,2019/4/1
167624,sr_legacy_food,"Whale, bowhead, skin and subcutaneous fat (muktuk) (Alaska Native)",24,2019/4/1
167625,sr_legacy_food,"Oil, whale, bowhead (Alaska Native)",24,2019/4/1
167626,sr_legacy_food,"Fish, whitefish, broad, liver (Alaska Native)",24,2019/4/1
167627,sr_legacy_food,"Mush, blue corn with ash (Navajo)",24,2019/4/1
167628,sr_legacy_food,"Cornmeal, blue (Navajo)",24,2019/4/1
167629,sr_legacy_food,"Melon, banana (Navajo)",24,2019/4/1
167630,sr_legacy_food,Chilchen (Red Berry Beverage) (Navajo),24,2019/4/1
167631,sr_legacy_food,"Corn, dried (Navajo)",24,2019/4/1
167632,sr_legacy_food,"Squash, Indian, cooked, boiled (Navajo)",24,2019/4/1
167633,sr_legacy_food,"Bread, kneel down (Navajo)",24,2019/4/1
167634,sr_legacy_food,"Mutton, cooked, roasted (Navajo)",24,2019/4/1
167635,sr_legacy_food,"Frybread, made with lard (Navajo)",24,2019/4/1
167636,sr_legacy_food,Tamales (Navajo),24,2019/4/1
167637,sr_legacy_food,"Stew, steamed corn (Navajo)",24,2019/4/1
167638,sr_legacy_food,"Fish, halibut, raw, with skin (Alaska Native)",24,2019/4/1
167639,sr_legacy_food,"Fish, salmon, coho (silver), raw (Alaska Native)",24,2019/4/1
167640,sr_legacy_food,"Blueberries, wild, raw (Alaska Native)",24,2019/4/1
167641,sr_legacy_food,"Oil, spotted seal (Alaska Native)",24,2019/4/1
167642,sr_legacy_food,"Fish, salmon, red, canned, bones removed (Alaska Native)",24,2019/4/1
167643,sr_legacy_food,"Fish, whitefish, eggs (Alaska Native)",24,2019/4/1
167644,sr_legacy_food,"Caribou, rump meat, half dried (Alaska Native)",24,2019/4/1
167645,sr_legacy_food,"Fish, salmon, red, (sockeye), canned, smoked (Alaska Native)",24,2019/4/1
167646,sr_legacy_food,"Fish, salmon, red, (sockeye), kippered (Alaska Native)",24,2019/4/1
167647,sr_legacy_food,"Fish, salmon, king, with skin, kippered, (Alaska Native)",24,2019/4/1
167648,sr_legacy_food,"Fish, sheefish, raw (Alaska Native)",24,2019/4/1
167649,sr_legacy_food,"Buffalo, free range, top round steak, raw (Shoshone Bannock)",24,2019/4/1
167650,sr_legacy_food,"Seal, bearded (Oogruk), meat, partially dried (Alaska Native)",24,2019/4/1
167651,sr_legacy_food,"Buffalo, free range, top round steak, cooked (Shoshone Bannock)",24,2019/4/1
167652,sr_legacy_food,"Elk, free range, roast, eye of round, raw (Shoshone Bannock)",24,2019/4/1
167653,sr_legacy_food,"Corn, dried, yellow (Northern Plains Indians)",24,2019/4/1
167654,sr_legacy_food,"Smelt, dried (Alaska Native)",24,2019/4/1
167655,sr_legacy_food,"Frybread, made with lard (Apache)",24,2019/4/1
167656,sr_legacy_food,Corned beef and potatoes in tortilla (Apache),24,2019/4/1
167657,sr_legacy_food,"ON THE BORDER, soft taco with ground beef, cheese and lettuce",25,2019/4/1
167658,sr_legacy_food,"Restaurant, Mexican, soft taco with ground beef, cheese and lettuce",25,2019/4/1
167659,sr_legacy_food,"Restaurant, Latino, chicken and rice, entree, prepared",25,2019/4/1
167660,sr_legacy_food,"Restaurant, Latino, empanadas, beef, prepared",25,2019/4/1
167661,sr_legacy_food,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",25,2019/4/1
167662,sr_legacy_food,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",25,2019/4/1
167663,sr_legacy_food,"Restaurant, Latino, pupusas del cerdo (pupusas, pork)",25,2019/4/1
167664,sr_legacy_food,"Restaurant, Latino, tamale, corn",25,2019/4/1
167665,sr_legacy_food,"Restaurant, Mexican, spanish rice",25,2019/4/1
167666,sr_legacy_food,"Restaurant, Mexican, refried beans",25,2019/4/1
167667,sr_legacy_food,"Restaurant, Chinese, egg rolls, assorted",25,2019/4/1
167668,sr_legacy_food,"Restaurant, Chinese, fried rice, without meat",25,2019/4/1
167669,sr_legacy_food,"CRACKER BARREL, steak fries",25,2019/4/1
167670,sr_legacy_food,"CRACKER BARREL, grilled sirloin steak",25,2019/4/1
167671,sr_legacy_food,"CRACKER BARREL, macaroni n' cheese plate, from kid's menu",25,2019/4/1
167672,sr_legacy_food,"DENNY'S, french fries",25,2019/4/1
167673,sr_legacy_food,"DENNY'S, top sirloin steak",25,2019/4/1
167674,sr_legacy_food,"Restaurant, Chinese, lemon chicken",25,2019/4/1
167675,sr_legacy_food,"Restaurant, Chinese, general tso's chicken",25,2019/4/1
167676,sr_legacy_food,"Restaurant, Chinese, kung pao chicken",25,2019/4/1
167677,sr_legacy_food,"Restaurant, Chinese, vegetable lo mein, without meat",25,2019/4/1
167678,sr_legacy_food,"Restaurant, Chinese, chicken and vegetables",25,2019/4/1
167679,sr_legacy_food,"Restaurant, Chinese, orange chicken",25,2019/4/1
167680,sr_legacy_food,"Restaurant, Italian, spaghetti with meat sauce",25,2019/4/1
167681,sr_legacy_food,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",14,2019/4/1
167682,sr_legacy_food,"Pectin, liquid",19,2019/4/1
167683,sr_legacy_food,"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",19,2019/4/1
167684,sr_legacy_food,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",4,2019/4/1
167685,sr_legacy_food,"Bologna, beef and pork, low fat",7,2019/4/1
167686,sr_legacy_food,"Milk dessert, frozen, milk-fat free, chocolate",19,2019/4/1
167687,sr_legacy_food,"Whipped topping, frozen, low fat",1,2019/4/1
167688,sr_legacy_food,"Cream substitute, powdered, light",1,2019/4/1
167689,sr_legacy_food,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",19,2019/4/1
167690,sr_legacy_food,"Babyfood, apple yogurt dessert, strained",3,2019/4/1
167691,sr_legacy_food,"Vegetable oil-butter spread, reduced calorie",4,2019/4/1
167692,sr_legacy_food,"Salad dressing, blue or roquefort cheese dressing, light",4,2019/4/1
167693,sr_legacy_food,"Salad dressing, french dressing, reduced calorie",4,2019/4/1
167694,sr_legacy_food,"Sausage, turkey and pork, fresh, bulk, patty or link, cooked",7,2019/4/1
167695,sr_legacy_food,"Mayonnaise, made with tofu",4,2019/4/1
167696,sr_legacy_food,"Frankfurter, beef, low fat",7,2019/4/1
167697,sr_legacy_food,"Milk, buttermilk, fluid, cultured, reduced fat",1,2019/4/1
167698,sr_legacy_food,"Pork sausage rice links, brown and serve, cooked",7,2019/4/1
167699,sr_legacy_food,"Salad dressing, blue or roquefort cheese dressing, fat-free",4,2019/4/1
167700,sr_legacy_food,"Salad Dressing, mayonnaise-like, fat-free",4,2019/4/1
167701,sr_legacy_food,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",19,2019/4/1
167702,sr_legacy_food,"Oil, flaxseed, cold pressed",4,2019/4/1
167703,sr_legacy_food,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",1,2019/4/1
167704,sr_legacy_food,"Salad dressing, bacon and tomato",4,2019/4/1
167705,sr_legacy_food,"Cheese, parmesan, low sodium",1,2019/4/1
167706,sr_legacy_food,"Jams, preserves, marmalade, reduced sugar",19,2019/4/1
167707,sr_legacy_food,"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",14,2019/4/1
167708,sr_legacy_food,"Tomato and vegetable juice, low sodium",11,2019/4/1
167709,sr_legacy_food,"Turkey, wing, smoked, cooked, with skin, bone removed",5,2019/4/1
167710,sr_legacy_food,"Turkey, drumstick, smoked, cooked, with skin, bone removed",5,2019/4/1
167711,sr_legacy_food,"Beverages, Chocolate-flavored drink, whey and milk based",14,2019/4/1
167712,sr_legacy_food,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",10,2019/4/1
167713,sr_legacy_food,"Turkey, light or dark meat, smoked, cooked, skin and bone removed",5,2019/4/1
167714,sr_legacy_food,"Hearts of palm, raw",11,2019/4/1
167715,sr_legacy_food,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",8,2019/4/1
167716,sr_legacy_food,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",1,2019/4/1
167717,sr_legacy_food,Yeast extract spread,11,2019/4/1
167718,sr_legacy_food,"Babyfood, juice, pear",3,2019/4/1
167719,sr_legacy_food,"Chicken, meatless, breaded, fried",16,2019/4/1
167720,sr_legacy_food,"Babyfood, meat, beef with vegetables, toddler",3,2019/4/1
167721,sr_legacy_food,"Frozen novelties, juice type, juice with cream",19,2019/4/1
167722,sr_legacy_food,Tofu yogurt,16,2019/4/1
167723,sr_legacy_food,"Alcoholic beverage, rice (sake)",14,2019/4/1
167724,sr_legacy_food,"Millet, puffed",8,2019/4/1
167725,sr_legacy_food,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",8,2019/4/1
167726,sr_legacy_food,"Babyfood, mixed fruit yogurt, strained",3,2019/4/1
167727,sr_legacy_food,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",14,2019/4/1
167728,sr_legacy_food,"Babyfood, rice and apples, dry",3,2019/4/1
167729,sr_legacy_food,"Babyfood, juice, apple - cherry",3,2019/4/1
167730,sr_legacy_food,"Milk, imitation, non-soy",1,2019/4/1
167731,sr_legacy_food,"Babyfood, cereal, rice with pears and apple, dry, instant fortified",3,2019/4/1
167732,sr_legacy_food,"Babyfood, banana no tapioca, strained",3,2019/4/1
167733,sr_legacy_food,"Babyfood, banana apple dessert, strained",3,2019/4/1
167734,sr_legacy_food,"Breakfast bar, corn flake crust with fruit",23,2019/4/1
167735,sr_legacy_food,"Cheese, mozzarella, low sodium",1,2019/4/1
167736,sr_legacy_food,"Mayonnaise dressing, no cholesterol",4,2019/4/1
167737,sr_legacy_food,"Oil, corn, peanut, and olive",4,2019/4/1
167738,sr_legacy_food,"Pie fillings, blueberry, canned",19,2019/4/1
167739,sr_legacy_food,"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",14,2019/4/1
167740,sr_legacy_food,"Puddings, chocolate flavor, low calorie, regular, dry mix",19,2019/4/1
167741,sr_legacy_food,"Puddings, all flavors except chocolate, low calorie, regular, dry mix",19,2019/4/1
167742,sr_legacy_food,"Mollusks, scallop, (bay and sea), cooked, steamed",15,2019/4/1
167743,sr_legacy_food,"Syrup, Cane",19,2019/4/1
167744,sr_legacy_food,"Mollusks, snail, raw",15,2019/4/1
167745,sr_legacy_food,"Turtle, green, raw",15,2019/4/1
167746,sr_legacy_food,"Lemons, raw, without peel",9,2019/4/1
167747,sr_legacy_food,"Lemon juice, raw",9,2019/4/1
167748,sr_legacy_food,"Lemon juice from concentrate, canned or bottled",9,2019/4/1
167749,sr_legacy_food,"Lemon peel, raw",9,2019/4/1
167750,sr_legacy_food,"Prickly pears, raw",9,2019/4/1
167751,sr_legacy_food,"Plums, dried (prunes), stewed, without added sugar",9,2019/4/1
167752,sr_legacy_food,"Plums, dried (prunes), stewed, with added sugar",9,2019/4/1
167753,sr_legacy_food,"Prune juice, canned",9,2019/4/1
167754,sr_legacy_food,"Pummelo, raw",9,2019/4/1
167755,sr_legacy_food,"Raspberries, raw",9,2019/4/1
167756,sr_legacy_food,"Raspberries, canned, red, heavy syrup pack, solids and liquids",9,2019/4/1
167757,sr_legacy_food,"Raspberries, frozen, red, sweetened",9,2019/4/1
167758,sr_legacy_food,"Rhubarb, raw",9,2019/4/1
167759,sr_legacy_food,"Sapodilla, raw",9,2019/4/1
167760,sr_legacy_food,"Sapote, mamey, raw",9,2019/4/1
167761,sr_legacy_food,"Soursop, raw",9,2019/4/1
167762,sr_legacy_food,"Strawberries, raw",9,2019/4/1
167763,sr_legacy_food,"Tamarinds, raw",9,2019/4/1
167764,sr_legacy_food,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",9,2019/4/1
167765,sr_legacy_food,"Watermelon, raw",9,2019/4/1
167766,sr_legacy_food,"Maraschino cherries, canned, drained",9,2019/4/1
167767,sr_legacy_food,"Pineapple, canned, juice pack, drained",9,2019/4/1
167768,sr_legacy_food,"Apricots, canned, heavy syrup, drained",9,2019/4/1
167769,sr_legacy_food,"Cherries, sour, canned, water pack, drained",9,2019/4/1
167770,sr_legacy_food,"Cherries, sweet, canned, pitted, heavy syrup, drained",9,2019/4/1
167771,sr_legacy_food,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",9,2019/4/1
167772,sr_legacy_food,"Applesauce, canned, unsweetened, with added ascorbic acid",9,2019/4/1
167773,sr_legacy_food,"Applesauce, canned, sweetened, with salt",9,2019/4/1
167774,sr_legacy_food,"Grapefruit juice, pink, raw",9,2019/4/1
167775,sr_legacy_food,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",9,2019/4/1
167776,sr_legacy_food,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",9,2019/4/1
167777,sr_legacy_food,"Pears, raw, red anjou",9,2019/4/1
167778,sr_legacy_food,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",9,2019/4/1
167779,sr_legacy_food,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",9,2019/4/1
167780,sr_legacy_food,Prune puree,9,2019/4/1
167781,sr_legacy_food,Candied fruit,9,2019/4/1
167782,sr_legacy_food,"Abiyuch, raw",9,2019/4/1
167783,sr_legacy_food,"Rowal, raw",9,2019/4/1
167784,sr_legacy_food,"Guava nectar, canned, with added ascorbic acid",9,2019/4/1
167785,sr_legacy_food,"Mango nectar, canned",9,2019/4/1
167786,sr_legacy_food,"Tamarind nectar, canned",9,2019/4/1
167787,sr_legacy_food,"Pomegranate juice, bottled",9,2019/4/1
167788,sr_legacy_food,"Nance, canned, syrup, drained",9,2019/4/1
167789,sr_legacy_food,"Nance, frozen, unsweetened",9,2019/4/1
167790,sr_legacy_food,"Naranjilla (lulo) pulp, frozen, unsweetened",9,2019/4/1
167791,sr_legacy_food,Horned melon (Kiwano),9,2019/4/1
167792,sr_legacy_food,Orange Pineapple Juice Blend,9,2019/4/1
167793,sr_legacy_food,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",9,2019/4/1
167794,sr_legacy_food,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",9,2019/4/1
167795,sr_legacy_food,"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",9,2019/4/1
167796,sr_legacy_food,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",9,2019/4/1
167797,sr_legacy_food,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",9,2019/4/1
167798,sr_legacy_food,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",9,2019/4/1
167799,sr_legacy_food,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",9,2019/4/1
167800,sr_legacy_food,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",9,2019/4/1
167801,sr_legacy_food,"Lemon juice from concentrate, bottled, CONCORD",9,2019/4/1
167802,sr_legacy_food,"Lemon juice from concentrate, bottled, REAL LEMON",9,2019/4/1
167803,sr_legacy_food,"Cranberry sauce, whole, canned, OCEAN SPRAY",9,2019/4/1
167804,sr_legacy_food,"Cranberry sauce, jellied, canned, OCEAN SPRAY",9,2019/4/1
167805,sr_legacy_food,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",9,2019/4/1
167806,sr_legacy_food,Baobab powder,9,2019/4/1
167807,sr_legacy_food,"Cherry juice, tart",9,2019/4/1
167808,sr_legacy_food,"Raspberries, puree, seedless",9,2019/4/1
167809,sr_legacy_food,"Raspberries, puree, with seeds",9,2019/4/1
167810,sr_legacy_food,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",10,2019/4/1
167811,sr_legacy_food,"Pork, fresh, backfat, raw",10,2019/4/1
167812,sr_legacy_food,"Pork, fresh, belly, raw",10,2019/4/1
167813,sr_legacy_food,"Pork, fresh, separable fat, raw",10,2019/4/1
167814,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",10,2019/4/1
167815,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",10,2019/4/1
167816,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",10,2019/4/1
167817,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",10,2019/4/1
167818,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, raw",10,2019/4/1
167819,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",10,2019/4/1
167820,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",10,2019/4/1
167821,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",10,2019/4/1
167822,sr_legacy_food,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",10,2019/4/1
167823,sr_legacy_food,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",10,2019/4/1
167824,sr_legacy_food,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",10,2019/4/1
167825,sr_legacy_food,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",10,2019/4/1
167826,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",10,2019/4/1
167827,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",10,2019/4/1
167828,sr_legacy_food,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",10,2019/4/1
