fdc_id,description,food_category_id,nutrient_id,name,amount,unit_name
168151,"Jujube, raw",9,1088,"Chlorine, Cl",0.0,MG
168151,"Jujube, raw",9,1089,"Iron, Fe",0.48,MG
168151,"Jujube, raw",9,1090,"Magnesium, Mg",10.0,MG
168151,"Jujube, raw",9,1091,"Phosphorus, P",23.0,MG
168151,"Jujube, raw",9,1092,"Potassium, K",250.0,MG
168151,"Jujube, raw",9,1093,"Sodium, Na",3.0,MG
168151,"Jujube, raw",9,1095,"Zinc, Zn",0.05,MG
168151,"Jujube, raw",9,1098,"Copper, Cu",0.073,MG
168151,"Jujube, raw",9,1100,"Iodine, I",0.0,UG
168151,"Jujube, raw",9,1101,"Manganese, Mn",0.084,MG
168151,"Jujube, raw",9,1103,"Selenium, Se",0.0,UG
168151,"Jujube, raw",9,1104,"Vitamin A, IU",40.0,IU
168151,"Jujube, raw",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU
168151,"Jujube, raw",9,1109,Vitamin E (alpha-tocopherol),0.0,MG
168151,"Jujube, raw",9,1165,Thiamin,0.02,MG
168151,"Jujube, raw",9,1166,Riboflavin,0.04,MG
168151,"Jujube, raw",9,1167,Niacin,0.9,MG
168151,"Jujube, raw",9,1170,Pantothenic acid,0.0,MG
168151,"Jujube, raw",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG
168151,"Jujube, raw",9,1178,Vitamin B-12,0.0,UG
168151,"Jujube, raw",9,1180,"Choline, total",0.0,MG
168151,"Jujube, raw",9,1186,Folic acid,0.0,UG
168151,"Jujube, raw",9,1210,Tryptophan,0.0,G
168151,"Jujube, raw",9,1211,Threonine,0.0,G
168151,"Jujube, raw",9,1212,Isoleucine,0.0,G
168151,"Jujube, raw",9,1213,Leucine,0.0,G
168151,"Jujube, raw",9,1214,Lysine,0.0,G
168151,"Jujube, raw",9,1215,Methionine,0.0,G
168151,"Jujube, raw",9,1217,Phenylalanine,0.0,G
168151,"Jujube, raw",9,1219,Valine,0.0,G
168151,"Jujube, raw",9,1220,Arginine,0.0,G
168151,"Jujube, raw",9,1221,Histidine,0.0,G
168151,"Jujube, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G
168151,"Jujube, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G
168151,"Jujube, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G
168151,"Jujube, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G
168151,"Jujube, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G
