ingredient_id,1003,1004,1005,1008,1079,1087,1088,1089,1090,1091,1092,1093,1095,1098,1100,1101,1103,1104,1109,1110,1165,1166,1167,1170,1175,1178,1180,1186,1210,1211,1212,1213,1214,1215,1216,1217,1218,1219,1220,1221,1269,1271,1272,1278,1404
25e4126c-ad5d-4a31-8f6e-d13ff69636d0,29.08,5.26,5.13,191.0,0.0,6.0,0.0,6.54,21.0,497.0,352.0,79.0,5.3,14.283,0.0,0.356,36.1,31714.0,0.51,49.0,0.194,3.425,17.525,7.11,1.017,70.58,426.0,0.0,0.368,1.215,1.352,2.67,2.247,0.759,0.526,1.515,1.128,1.761,1.735,0.879,0.0,0.397,0.0,0.0,0.017
a93b56bc-9728-486b-996e-dadc7f6500e8,24.46,6.51,0.87,167.0,0.0,11.0,0.0,11.63,25.0,405.0,263.0,76.0,3.98,0.496,0.0,0.359,82.4,13328.0,0.82,0.0,0.291,1.993,11.045,6.668,0.755,16.85,290.0,0.0,0.248,1.021,1.144,2.128,1.875,0.608,0.383,1.16,0.919,1.405,1.539,0.714,0.719,0.508,0.0,0.0,0.012
